Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Age_of_Game
12667,Fatal Frame,29,2002,0,500,0.04,0.01,0,0,0.06,0.05,22
12668,Flip's Twisted World,26,2007,4,530,0.05,0,0,0,0.06,0.05,17
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,16,2006,8,525,0.03,0.02,0,0.01,0.06,0.06,18
12670,Urban Chaos: Riot Response,16,2006,8,137,0.03,0.02,0,0.01,0.06,0.06,18
12671,Generation of Chaos,19,2005,7,-1,0.05,0,0,0,0.06,0.05,19
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,5,1991,0,275,0,0,0.06,0,0.06,0.06,33
12673,Gormiti: The Lords of Nature!,4,2010,1,275,0.05,0,0,0,0.06,0.05,14
12674,The Sims 2: University,13,2005,9,138,0.01,0.04,0,0.01,0.06,0.06,19
12675,Pucca Power Up,4,2011,4,-1,0.04,0.02,0,0,0.06,0.06,13
12676,Resident Evil 2,7,2003,0,85,0.04,0.01,0,0,0.06,0.05,21
12677,MLB Power Pros 2008,4,2008,10,494,0.05,0,0,0,0.06,0.05,16
12678,Real Soccer 2009,4,2008,10,525,0.05,0,0,0,0.06,0.05,16
12679,World Championship Athletics,26,2009,10,-1,0.04,0.01,0,0,0.06,0.05,15
12680,The Amazing Spider-Man 2 (2014),27,2014,0,21,0.03,0.02,0,0,0.06,0.05,10
12681,Yomawari,20,2015,1,-1,0,0,0.06,0,0.06,0.06,9
12682,Real Bout Garou Densetsu Special: Dominated Mind,15,1998,2,-1,0,0,0.05,0,0.06,0.05,26
12683,Jumble Madness,4,2009,5,-1,0.06,0,0,0,0.06,0.06,15
12684,Vampire Rain: Altered Species,17,2008,0,-1,0.05,0,0,0,0.06,0.05,16
12685,Sumikko Gurashi: Mura o Tsukurundesu,2,2016,3,-1,0,0,0.06,0,0.06,0.06,8
12686,Harry Potter and the Sorcerer's Stone,13,2001,0,138,0.01,0.04,0,0.01,0.06,0.06,23
12687,Minna no Sukkiri,19,2009,10,456,0,0,0.06,0,0.06,0.06,15
12688,Scurge: Hive,4,2006,0,-1,0.05,0,0,0,0.06,0.05,18
12689,Catwoman,29,2004,0,138,0.04,0.01,0,0,0.06,0.05,20
12690,Murdered: Soul Suspect,13,2014,0,465,0,0.05,0,0.01,0.06,0.06,10
12691,Romance of the Three Kingdoms 13,18,2015,0,500,0.01,0,0.05,0,0.06,0.06,9
12692,Noddy in Toyland,4,2011,3,-1,0,0.05,0,0.01,0.06,0.06,13
12693,Aquarium by DS,4,2008,9,-1,0.05,0,0,0,0.06,0.05,16
12694,Utawarerumono: Itsuwari no Kamen,18,2015,1,-1,0,0,0.06,0,0.06,0.06,9
12695,Ride to Hell,28,2013,6,-1,0.04,0.01,0,0,0.06,0.05,11
12696,Burning Rangers,21,1998,4,446,0,0,0.06,0,0.06,0.06,26
12697,Mana Khemia: Alchemists of Al-Revis,16,2007,7,-1,0.03,0.02,0,0.01,0.06,0.06,17
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,4,2010,0,-1,0,0,0.06,0,0.06,0.06,14
12699,Interplay Sports Baseball 2000,15,1999,10,-1,0.03,0.02,0,0,0.06,0.05,25
12700,Zone of the Enders: The Fist of Mars,6,2001,7,275,0.04,0.02,0,0,0.06,0.06,23
12701,Animorphs: Shattered Reality,15,2000,0,-1,0.03,0.02,0,0,0.06,0.05,24
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,23,1992,2,275,0,0,0.06,0,0.06,0.06,32
12703,Eikan wa Kimini 2002: Koshien no Kodou,16,2002,10,-1,0,0,0.06,0,0.06,0.06,22
12704,PopStar Guitar,26,2008,3,325,0.03,0.03,0,0.01,0.06,0.07,16
12705,Mirror's Edge,13,2009,4,138,0,0.05,0,0.01,0.06,0.06,15
12706,Blade Dancer: Lineage of Light,19,2006,7,53,0.05,0,0,0,0.06,0.05,18
12707,Terminator 3: Rise of the Machines,6,2003,0,53,0.04,0.02,0,0,0.06,0.06,21
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,19,2006,3,446,0,0,0.06,0,0.06,0.06,18
12709,Mayhem 3D,17,2011,6,-1,0.05,0,0,0.01,0.06,0.06,13
12710,G1 Jockey 2,16,2000,10,500,0,0,0.06,0,0.06,0.06,24
12711,Mobile Ops: The One Year War,28,2007,9,347,0,0,0.06,0,0.06,0.06,17
12712,Constantine,29,2005,0,-1,0.04,0.01,0,0,0.06,0.05,19
12713,Chaos Rings III,20,2014,7,465,0,0,0.06,0,0.06,0.06,10
12714,Tom Clancy's Splinter Cell: Double Agent,7,2006,0,525,0.04,0.01,0,0,0.06,0.05,18
12715,Senritsu no Stratus,19,2011,7,275,0,0,0.06,0,0.06,0.06,13
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,4,2009,2,-1,0,0,0.06,0,0.06,0.06,15
12717,Rhapsody: A Musical Adventure,4,2008,7,-1,0.05,0,0,0,0.06,0.05,16
12718,Titan Quest,13,2006,7,488,0.01,0.04,0,0.01,0.06,0.06,18
12719,Wantame Fortune Channel,4,2007,3,85,0,0,0.06,0,0.06,0.06,17
12720,Evangelion: Jo,19,2009,0,347,0,0,0.06,0,0.06,0.06,15
12721,Bleach: Blade Battlers 2nd,16,2007,2,456,0,0,0.06,0,0.06,0.06,17
12722,Samurai Jack: The Shadow of Aku,16,2004,0,446,0.03,0.02,0,0.01,0.06,0.06,20
12723,Kamen Rider Kabuto,16,2006,0,347,0,0,0.06,0,0.06,0.06,18
12724,Men in Black The Series: Crashdown,15,2001,8,-1,0.03,0.02,0,0,0.06,0.05,23
12725,Zero Divide,15,1995,2,-1,0.03,0.02,0,0,0.06,0.05,29
12726,FIFA Street,7,2005,10,138,0.04,0.01,0,0,0.06,0.05,19
12727,Tsugunai: Atonement,16,2001,7,456,0.02,0.01,0.02,0,0.06,0.05,23
12728,Rugby World Cup 2015,18,2015,10,525,0,0.05,0,0.01,0.06,0.06,9
12729,Lost Kingdoms II,7,2003,7,21,0.04,0.01,0,0,0.06,0.05,21
12730,Aggressive Inline,7,2002,10,-1,0.04,0.01,0,0,0.06,0.05,22
12731,Nights of Azure,18,2015,0,500,0.03,0.02,0,0.01,0.06,0.06,9
12732,Dungeon Keeper 2,13,1999,0,138,0,0.05,0,0.01,0.06,0.06,25
12733,Viewtiful Joe: Red Hot Rumble,7,2005,0,85,0.04,0.01,0,0,0.06,0.05,19
12734,The Lord of the Rings: The Battle for Middle-Earth II,28,2006,11,138,0,0.05,0,0.01,0.06,0.06,18
12735,Kaite Shabette Hajimeyou! Monster Farm DS,4,2007,7,500,0,0,0.06,0,0.06,0.06,17
12736,Dungeon Explorer: Warriors of Ancient Arts,4,2007,7,-1,0.05,0,0,0,0.06,0.05,17
12737,Pro Yaky? Spirits 2012,20,2012,10,275,0,0,0.06,0,0.06,0.06,12
12738,Samurai Warriors 4: Empires,17,2015,0,500,0,0,0.06,0,0.06,0.06,9
12739,Point Blank DS (US sales),4,2006,8,53,0.05,0,0,0,0.06,0.05,18
12740,FIFA Soccer 06,4,2005,10,138,0.05,0,0,0,0.06,0.05,19
12741,SD Gundam G Generation Wars,26,2009,11,347,0,0,0.06,0,0.06,0.06,15
12742,Broken Sword II: The Smoking Mirror,15,1997,1,456,0.03,0.02,0,0,0.06,0.05,27
12743,Pump It Up: Exceed,16,2005,3,-1,0.03,0.02,0,0.01,0.06,0.06,19
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,19,2012,0,-1,0,0,0.06,0,0.06,0.06,12
12745,Wreckless: ThE YaKuza MisSiOns,7,2002,6,21,0.04,0.01,0,0,0.06,0.05,22
12746,Doki-Doki Universe,20,2013,1,456,0.01,0.04,0,0.01,0.06,0.06,11
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",16,2007,3,-1,0,0,0.06,0,0.06,0.06,17
12748,TOCA Race Driver 2: Ultimate Racing Simulator,16,2004,6,-1,0.03,0.02,0,0.01,0.06,0.06,20
12749,Girls RPG: Cinderellife,2,2012,7,-1,0,0,0.06,0,0.06,0.06,12
12750,Dr. Muto,29,2002,4,325,0.04,0.01,0,0,0.06,0.05,22
12751,Tom Clancy's Rainbow Six: Critical Hour,29,2007,8,530,0.04,0.01,0,0,0.06,0.05,17
12752,Gothic 3,13,2006,7,-1,0,0.05,0,0.01,0.06,0.06,18
12753,Tokyo Twilight Ghost Hunters,17,2014,7,-1,0.03,0,0.02,0.01,0.06,0.06,10
12754,Scrabble Blast!,6,2005,3,-1,0.04,0.01,0,0,0.06,0.05,19
12755,Dino Pets,4,2009,9,-1,0.05,0,0,0,0.06,0.05,15
12756,Fate/Stay Night [Réalta Nua],20,2012,1,-1,0,0,0.06,0,0.06,0.06,12
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,4,2010,1,-1,0.02,0.03,0,0.01,0.06,0.06,14
12758,Gintama no Sugoroku,19,2013,0,347,0,0,0.06,0,0.06,0.06,11
12759,Kid Fit Island Resort,26,2010,10,-1,0.05,0,0,0,0.06,0.05,14
12760,The Lord of the Rings: Aragorn's Quest,16,2010,0,549,0.03,0.02,0,0.01,0.06,0.06,14
12761,Roogoo Twisted Towers,26,2009,5,-1,0.05,0,0,0,0.06,0.05,15
12762,Doraemon 4: Nobita to Toki no Okoku,23,1995,4,-1,0,0,0.06,0,0.06,0.06,29
12763,Myst,21,1994,1,-1,0,0,0.06,0,0.06,0.06,30
12764,F1 2010,13,2010,6,-1,0,0.05,0,0.01,0.06,0.06,14
12765,Toaru Kagaku no Chou Denjihou,19,2011,1,-1,0,0,0.06,0,0.06,0.06,13
12766,Starwinder: The Ultimate Space Race,15,1996,6,-1,0.03,0.02,0,0,0.06,0.05,28
12767,The Lost Chronicles of Zerzura,13,2012,1,-1,0,0.05,0,0.01,0.06,0.06,12
12768,Ski Region Simulator,13,2011,9,-1,0,0.05,0,0.01,0.06,0.06,13
12769,Angelique Trois,16,2000,1,500,0,0,0.06,0,0.06,0.06,24
12770,Dreamer Series: Babysitter,4,2009,9,-1,0.05,0,0,0,0.06,0.05,15
12771,Diva Girls: Divas on Ice,4,2009,10,6,0.05,0,0,0,0.06,0.05,15
12772,Dance Dance Revolution: Mario Mix (JP sales),7,2005,9,359,0,0,0.05,0,0.06,0.05,19
12773,A-Train 6,16,2000,11,-1,0,0,0.06,0,0.06,0.06,24
12774,Meitantei Conan: Tantei Ryoku Trainer,4,2007,3,347,0,0,0.06,0,0.06,0.06,17
12775,MotoGP,6,2002,6,488,0.04,0.01,0,0,0.06,0.05,22
12776,ESPN International Winter Sports 2002,16,2002,10,275,0.03,0.02,0,0.01,0.06,0.06,22
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",4,2009,10,275,0,0,0.06,0,0.06,0.06,15
12778,KimiKiss (ebKore+),16,2008,1,-1,0,0,0.06,0,0.06,0.06,16
12779,Gold and Glory: The Road to El Dorado,15,2000,1,525,0.03,0.02,0,0,0.06,0.05,24
12780,NBA Live 07,29,2006,10,138,0.04,0.01,0,0,0.06,0.05,18
12781,Choro Q Marine: Q Boat,15,1998,6,-1,0,0,0.05,0,0.06,0.05,26
12782,GunPey,19,2006,5,53,0.05,0,0,0.01,0.06,0.06,18
12783,BattleBots: Beyond the BattleBox,6,2002,0,-1,0.04,0.01,0,0,0.06,0.05,22
12784,MX vs. ATV Supercross Encore,18,2015,10,-1,0,0.05,0,0.01,0.06,0.06,9
12785,Yuugen Gaisha Brave Company,2,2011,11,347,0,0,0.06,0,0.06,0.06,13
12786,Mighty Beanz: Pocket Puzzles,6,2004,5,-1,0.04,0.01,0,0,0.06,0.05,20
12787,Ken to Mahou to Gakuen Mono. 3D,2,2011,7,-1,0,0,0.06,0,0.06,0.06,13
12788,History Great Empires: Rome,4,2009,11,-1,0.05,0,0,0,0.06,0.05,15
12789,The King of Fighters '96,12,1996,2,-1,0,0,0.06,0,0.06,0.06,28
12790,Friends: The One with All the Trivia,16,2005,3,549,0.03,0.02,0,0.01,0.06,0.06,19
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,4,2008,9,-1,0,0,0.06,0,0.06,0.06,16
12792,Backyard NFL Football '08,16,2007,10,53,0.03,0.02,0,0.01,0.06,0.06,17
12793,Coraline,26,2009,0,-1,0.05,0,0,0,0.06,0.05,15
12794,Gunbird,21,1995,8,-1,0,0,0.06,0,0.06,0.06,29
12795,Imagine: Party Planner,4,2009,9,525,0.05,0,0,0,0.06,0.05,15
12796,Dream C Club Portable,19,2010,9,-1,0,0,0.06,0,0.06,0.06,14
12797,Tom Clancy's Rainbow Six 3,7,2004,8,525,0.04,0.01,0,0,0.06,0.05,20
12798,Elemental Gearbolt,15,1997,8,456,0.03,0.02,0,0,0.06,0.05,27
12799,Space Chimps,4,2008,4,-1,0.05,0,0,0,0.06,0.05,16
12800,Tony Hawk's Pro Skater 5,17,2015,10,21,0.04,0,0,0.01,0.06,0.05,9
12801,WWF Wrestlemania: The Arcade Game,15,1995,2,-1,0.03,0.02,0,0,0.06,0.05,29
12802,Handball 16,18,2015,10,-1,0,0.05,0,0.01,0.06,0.06,9
12803,Cabela's Big Game Hunter 2005 Adventures,6,2004,10,21,0.04,0.01,0,0,0.06,0.05,20
12804,Grand Kingdom,18,2015,7,-1,0.02,0,0.03,0,0.06,0.05,9
12805,Mega Man 8 Anniversary Collector's Edition,21,1997,4,85,0,0,0.06,0,0.06,0.06,27
12806,V-Rally 3,16,2002,6,53,0.03,0.02,0,0.01,0.06,0.06,22
12807,Nobunaga no Yabou: Souzou,18,2014,11,500,0,0,0.06,0,0.06,0.06,10
12808,Whiplash,29,2003,6,137,0.04,0.01,0,0,0.06,0.05,21
12809,GRID,4,2007,6,-1,0.04,0.01,0,0,0.06,0.05,17
12810,Pro Yakyuu Famista 2011,2,2011,10,347,0,0,0.06,0,0.06,0.06,13
12811,Impact Racing,15,1996,6,-1,0.03,0.02,0,0,0.06,0.05,28
12812,My Horse & Me: Riding for Gold,26,2008,10,53,0.04,0.02,0,0,0.06,0.06,16
12813,Sled Shred featuring the Jamaican Bobsled Team,26,2010,10,-1,0.05,0,0,0,0.06,0.05,14
12814,Amazing Island,7,2004,11,446,0.04,0.01,0,0,0.06,0.05,20
12815,SeaBlade,29,2002,8,-1,0.04,0.01,0,0,0.06,0.05,22
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,3,2000,10,275,0,0,0.06,0,0.06,0.06,24
12817,Carmen Sandiego: The Secret of the Stolen Drums,16,2004,0,-1,0.03,0.02,0,0.01,0.06,0.06,20
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,19,2010,7,-1,0,0,0.06,0,0.06,0.06,14
12819,Activision Hits: Remixed,19,2006,3,21,0.05,0,0,0,0.06,0.05,18
12820,Death Jr. II: Root of Evil,19,2006,4,275,0.05,0,0,0,0.06,0.05,18
12821,Hail to the Chimp,28,2008,3,-1,0.05,0,0,0,0.06,0.05,16
12822,MotoGP 4 - Official Game of MotoGP,16,2005,6,456,0.03,0.02,0,0.01,0.06,0.06,19
12823,Legend of Kay,27,2015,0,-1,0.03,0.02,0,0,0.05,0.05,9
12824,Kyoukai Senjou no Horizon Portable,19,2013,1,-1,0,0,0.05,0,0.05,0.05,11
12825,4 Elements,13,2009,5,-1,0,0.04,0,0.01,0.05,0.05,15
12826,Shining Force III: Scenario 2,21,1998,11,446,0,0,0.05,0,0.05,0.05,26
12827,Captain America: Super Soldier,4,2007,0,446,0.05,0,0,0,0.05,0.05,17
12828,Airline Tycoon 2,13,2011,9,-1,0,0.04,0,0.01,0.05,0.05,13
12829,Worms World Party,6,2002,11,525,0.04,0.01,0,0,0.05,0.05,22
12830,Medabots: Metabee,6,2002,7,-1,0.04,0.01,0,0,0.05,0.05,22
12831,Medal of Honor: Airborne,13,2007,8,138,0,0.04,0,0.01,0.05,0.05,17
12832,NHL Legacy,28,2015,0,138,0.05,0,0,0.01,0.05,0.06,9
12833,Final Fight: Streetwise,16,2006,0,85,0.03,0.02,0,0.01,0.05,0.06,18
12834,Speed Kings,29,2003,6,-1,0.04,0.01,0,0,0.05,0.05,21
12835,Drivers Ed Portable,4,2008,3,-1,0.05,0,0,0,0.05,0.05,16
12836,Rebelstar: Tactical Command,6,2005,11,53,0.04,0.01,0,0,0.05,0.05,19
12837,Kamen Rider: Battride War Genesis,18,2016,0,347,0,0,0.05,0,0.05,0.05,8
12838,IL-2 Sturmovik: Cliffs of Dover,13,2011,9,525,0,0.04,0,0.01,0.05,0.05,13
12839,Gladiator: Sword of Vengeance,29,2003,0,-1,0.04,0.01,0,0,0.05,0.05,21
12840,Unsolved Crimes,4,2008,1,-1,0.04,0.01,0,0,0.05,0.05,16
12841,Minna to Kimi no Piramekino!,4,2010,3,347,0,0,0.05,0,0.05,0.05,14
12842,Virtua Tennis 3,19,2007,10,446,0.02,0.03,0,0.01,0.05,0.06,17
12843,Bombastic,16,2002,5,85,0.03,0.02,0,0.01,0.05,0.06,22
12844,Xiaolin Showdown,4,2006,0,275,0.05,0,0,0,0.05,0.05,18
12845,NHL Powerplay 98,15,1997,10,-1,0.03,0.02,0,0,0.05,0.05,27
12846,Olympic Soccer: Atlanta 1996,15,1996,10,-1,0.03,0.02,0,0,0.05,0.05,28
12847,Lernerfolg Vorschule: Capt'n Sharky,4,2009,3,-1,0,0.05,0,0.01,0.05,0.06,15
12848,Samurai Dou Portable,19,2008,0,-1,0,0,0.05,0,0.05,0.05,16
12849,Princess on Ice,4,2008,10,6,0.04,0.01,0,0,0.05,0.05,16
12850,Countdown: The Game,26,2009,5,-1,0,0.05,0,0,0.05,0.05,15
12851,Phantasy Star Online Episode I & II Plus,7,2003,7,446,0.04,0.01,0,0,0.05,0.05,21
12852,Samurai Warriors 4: Empires,20,2015,0,500,0,0,0.05,0,0.05,0.05,9
12853,DuckTales: Remastered,17,2013,0,85,0.01,0.04,0,0.01,0.05,0.06,11
12854,Front Mission 2089: Border of Madness,4,2008,11,465,0,0,0.05,0,0.05,0.05,16
12855,Miracle Girls Festival,20,2015,3,446,0,0,0.05,0,0.05,0.05,9
12856,Dual Hearts,16,2002,7,456,0.03,0.02,0,0.01,0.05,0.06,22
12857,7 Wonders: Treasures of Seven,4,2011,5,-1,0.02,0.03,0,0.01,0.05,0.06,13
12858,NFL Quarterback Club 2002,7,2001,10,-1,0.04,0.01,0,0,0.05,0.05,23
12859,Saki: Zenkoku-hen,20,2015,3,-1,0,0,0.05,0,0.05,0.05,9
12860,Mister Slime,4,2008,0,-1,0.05,0,0,0,0.05,0.05,16
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,20,2015,0,-1,0.01,0,0.04,0,0.05,0.05,9
12862,"Murder, She Wrote",13,2009,1,-1,0,0.04,0,0.01,0.05,0.05,15
12863,Virtual Villagers: A New Home,4,2010,9,-1,0.04,0.01,0,0,0.05,0.05,14
12864,Wing Commander: Prophecy,6,2003,9,-1,0.04,0.01,0,0,0.05,0.05,21
12865,Marc Ecko's Getting Up: Contents Under Pressure,16,2006,0,53,0.03,0.02,0,0.01,0.05,0.06,18
12866,Learn Science,4,2010,3,-1,0.05,0,0,0,0.05,0.05,14
12867,Sega Soccer Slam,29,2002,10,446,0.04,0.01,0,0,0.05,0.05,22
12868,Hakuouki: Reimeiroku,16,2010,1,-1,0,0,0.05,0,0.05,0.05,14
12869,Vertigo,26,2009,11,-1,0.05,0,0,0,0.05,0.05,15
12870,Blood Omen 2,7,2002,0,137,0.04,0.01,0,0,0.05,0.05,22
12871,NBA 2K17,28,2016,10,494,0.04,0,0,0.01,0.05,0.05,8
12872,Shin Sangoku Musou 5 Empires,19,2010,0,500,0,0,0.05,0,0.05,0.05,14
12873,Front Mission Evolved,13,2010,8,465,0.05,0,0,0,0.05,0.05,14
12874,Carve,29,2004,6,-1,0.04,0.01,0,0,0.05,0.05,20
12875,BlowOut,29,2003,8,-1,0.04,0.01,0,0,0.05,0.05,21
12876,McDROID,19,2011,11,347,0,0,0.05,0,0.05,0.05,13
12877,GachiTora! Abarenbou Kyoushi in High School,19,2011,0,-1,0,0,0.05,0,0.05,0.05,13
12878,WTA Tour Tennis,16,2001,10,275,0.03,0.02,0,0.01,0.05,0.06,23
12879,Bottom of the 9th '99,15,1998,10,275,0.03,0.02,0,0,0.05,0.05,26
12880,Dynasty Warriors 5,29,2005,0,500,0.04,0.01,0,0,0.05,0.05,19
12881,Reader Rabbit 2nd Grade,26,2007,3,530,0.05,0,0,0,0.05,0.05,17
12882,Famicom Mini: Dig Dug,6,2004,5,347,0,0,0.05,0,0.05,0.05,20
12883,FIFA Soccer 2003,6,2002,10,138,0.04,0.01,0,0,0.05,0.05,22
12884,Naval Ops: Commander,16,2004,9,500,0.03,0.02,0,0.01,0.05,0.06,20
12885,Adventure Time: Finn & Jake Investigations,27,2015,0,-1,0.03,0.02,0,0,0.05,0.05,9
12886,Defendin' De Penguin,26,2008,11,-1,0.05,0,0,0,0.05,0.05,16
12887,Bleach: Blade Battlers,16,2006,2,456,0,0,0.05,0,0.05,0.05,18
12888,Rez,16,2001,8,456,0.03,0.02,0,0.01,0.05,0.06,23
12889,Goosebumps: The Game,2,2015,1,-1,0.05,0,0,0.01,0.05,0.06,9
12890,MLB SlugFest 2006,29,2006,10,325,0.04,0.01,0,0,0.05,0.05,18
12891,Rockin' Pretty,4,2009,3,-1,0.05,0,0,0,0.05,0.05,15
12892,Jake Power: Policeman,4,2008,1,525,0.05,0,0,0,0.05,0.05,16
12893,Samurai Warriors 4-II,20,2015,0,500,0,0,0.05,0,0.05,0.05,9
12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,4,2006,3,446,0,0,0.05,0,0.05,0.05,18
12895,UEFA Euro 2004: Portugal,29,2004,10,138,0.04,0.01,0,0,0.05,0.05,20
12896,Lufia: The Ruins of Lore,6,2002,7,-1,0.04,0.01,0,0,0.05,0.05,22
12897,Major Minor's Majestic March,26,2009,3,-1,0.05,0,0,0,0.05,0.05,15
12898,Shaman King: Soul Fight,7,2003,4,347,0,0,0.05,0,0.05,0.05,21
12899,Samurai Deeper Kyo,15,2002,2,347,0,0,0.05,0,0.05,0.05,22
12900,Samantha Swift and the Hidden Roses of Athena,4,2010,1,530,0.04,0.01,0,0,0.05,0.05,14
12901,Dark Souls III,13,2016,7,347,0,0.05,0,0,0.05,0.05,8
12902,Medabots: Infinity,7,2003,7,525,0.04,0.01,0,0,0.05,0.05,21
12903,Tom Clancy's HAWX 2,13,2010,0,525,0,0.04,0,0.01,0.05,0.05,14
12904,Zapper: One Wicked Cricket!,29,2002,4,-1,0.04,0.01,0,0,0.05,0.05,22
12905,Jirou Akagawa: Majotachi no Nemuri,23,1995,1,-1,0,0,0.05,0,0.05,0.05,29
12906,Arcana Heart 3,28,2011,2,-1,0,0.03,0.02,0,0.05,0.05,13
12907,Bust-A-Bloc,16,2002,5,-1,0,0,0.05,0,0.05,0.05,22
12908,Sitting Ducks,16,2003,4,-1,0.03,0.02,0,0.01,0.05,0.06,21
12909,Puyo Puyo 7,26,2009,5,446,0,0,0.05,0,0.05,0.05,15
12910,Animal Planet: Vet Collection,4,2010,9,21,0.05,0,0,0,0.05,0.05,14
12911,Imagine Animal Doctor Care Center,4,2010,9,525,0.05,0,0,0,0.05,0.05,14
12912,Rugby 15,28,2015,10,-1,0,0.05,0,0,0.05,0.05,9
12913,NFL Blitz Pro,29,2003,10,325,0.04,0.01,0,0,0.05,0.05,21
12914,Major League Baseball 2K11,19,2011,10,494,0.05,0,0,0,0.05,0.05,13
12915,Uta no Prince-Sama: Music 3,20,2016,0,-1,0,0,0.05,0,0.05,0.05,8
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,26,2013,3,347,0,0,0.05,0,0.05,0.05,11
12917,Mountain Bike Adrenaline,16,2007,10,530,0.03,0.02,0,0.01,0.05,0.06,17
12918,New Prince of Tennis: Go to the Top,2,2015,0,-1,0,0,0.05,0,0.05,0.05,9
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2,2013,0,347,0,0,0.05,0,0.05,0.05,11
12920,Nobunaga's Ambition: Sphere of Influence,20,2014,11,500,0,0,0.05,0,0.05,0.05,10
12921,Hi-Octane: The Track Fights Back!,15,1995,6,138,0.03,0.02,0,0,0.05,0.05,29
12922,Venetica,13,2009,7,-1,0,0.04,0,0.01,0.05,0.05,15
12923,Black Sigil: Blade of the Exiled,4,2009,7,-1,0.05,0,0,0,0.05,0.05,15
12924,Tour de France 2011,28,2007,6,-1,0,0.05,0,0.01,0.05,0.06,17
12925,Wakeboarding Unleashed Featuring Shaun Murray,29,2003,10,21,0.04,0.01,0,0,0.05,0.05,21
12926,TrackMania Turbo: Build to Race,4,2010,6,525,0.03,0.02,0,0.01,0.05,0.06,14
12927,ZombiU,18,2016,0,525,0,0.04,0.01,0.01,0.05,0.06,8
12928,Domino Rally,26,2007,0,-1,0.05,0,0,0,0.05,0.05,17
12929,Doraemon 2: Nobita no Toizurando Daibouken,23,1993,7,-1,0,0,0.05,0,0.05,0.05,31
12930,Samurai Champloo: Sidetracked,16,2006,0,347,0.03,0.02,0,0.01,0.05,0.06,18
12931,Drill Dozer,6,2007,4,530,0.04,0.01,0,0,0.05,0.05,17
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,17,2016,0,21,0.01,0.03,0,0.01,0.05,0.05,8
12933,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,4,2007,0,-1,0,0,0.05,0,0.05,0.05,17
12934,Utawarerumono: Futari no Hakuoro,20,2016,3,-1,0,0,0.05,0,0.05,0.05,8
12935,Chaos;Child,20,2015,1,-1,0,0,0.05,0,0.05,0.05,9
12936,Fatal Fury: Wild Ambition,15,1999,2,-1,0.03,0.02,0,0,0.05,0.05,25
12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,4,2010,0,-1,0,0,0.05,0,0.05,0.05,14
12938,Dengeki Gakuen RPG: Cross of Venus,4,2009,7,-1,0,0,0.05,0,0.05,0.05,15
12939,Judge Dredd,15,1997,4,-1,0.03,0.02,0,0,0.05,0.05,27
12940,FIFA 17,13,2016,10,138,0,0.05,0,0,0.05,0.05,8
12941,Minna no Ennichi,2,2012,0,347,0,0,0.05,0,0.05,0.05,12
12942,Winning Post 8,17,2014,6,500,0,0,0.05,0,0.05,0.05,10
12943,King Arthur,29,2004,0,275,0.04,0.01,0,0,0.05,0.05,20
12944,DoDonPachi Resurrection,28,2010,8,-1,0,0.05,0,0.01,0.05,0.06,14
12945,Bass Rise,15,1999,10,347,0.03,0.02,0,0,0.05,0.05,25
12946,UEFA Champions League 2006-2007,28,2007,10,138,0.04,0.01,0,0,0.05,0.05,17
12947,Dynamite Headdy,8,1993,4,446,0,0,0.05,0,0.05,0.05,31
12948,Hunted: The Demon's Forge,13,2011,0,-1,0.03,0.01,0,0.01,0.05,0.05,13
12949,Choujikuu Yousai Macross: Do You Remember Love,17,2012,8,347,0,0,0.05,0,0.05,0.05,12
12950,Arcania: Gothic 4,18,2015,7,-1,0.04,0,0,0.01,0.05,0.05,9
12951,Persona 2: Eternal Punishment,19,2012,7,-1,0,0,0.05,0,0.05,0.05,12
12952,Dragon's Lair 3D: Return to the Lair,29,2002,4,525,0.04,0.01,0,0,0.05,0.05,22
12953,Growlanser: Heritage of War (jp sales),16,2006,7,-1,0,0,0.05,0,0.05,0.05,18
12954,The Bureau: XCOM Declassified,13,2013,8,494,0,0.05,0,0.01,0.05,0.06,11
